1.75 -2.25
2.375 -2.875
2.5 -2.0
1.75 -1.625
-0.125 -0.75
1.625 -1.25
2.0 -2.5
1.75 -2.375
3.25 -2.0
1.75 -2.375
-2.25 1.375
-2.625 1.5
-2.5 2.375
-2.875 2.5
-1.5 1.75
-1.875 0.875
-2.625 2.125
-1.125 1.625
-2.0 0.625
1.375 -1.0
